,X,Y,ProgramName,ProjectTitle,DamageExtent,ID
150,-118.40570612304964,34.216570931303394,Municipal Facilities R and P,Strathern Park North Baseball Fields Lighting,91,32793
151,-118.40572220897077,34.21637694389563,Municipal Facilities R and P,Strathern Park North Baseball Fields Lighting,91,32794
152,-118.27313567585365,34.14073383347585,Wastewater - TPP,LAGWRP- Primary Tanks & Sec. Clarifiers Guard Rail,64,23124
153,-118.48168583051115,34.180092712148586,Wastewater - TPP,DCTWRP- Primary Tanks & Sec. Clarifiers Guard Rail,45,23123
154,-118.37963845261237,34.174135882093104,Wastewater - CSP,Chandler Bl & Lankershim Bl Area Sewer Improvement,76,27849
155,-118.38072282534992,34.17592623993966,Wastewater - CSP,Chandler Bl & Lankershim Bl Area Sewer Improvement,76,27866
156,-118.40425581477064,34.1686652973562,Wastewater - CSP,Chandler Bl & Lankershim Bl Area Sewer Improvement,76,27867
157,-118.37992734139415,34.16887297111906,Wastewater - CSP,Chandler Bl & Lankershim Bl Area Sewer Improvement,76,27861
158,-118.35809914745948,34.17262726779469,Wastewater - CSP,Chandler Bl & Lankershim Bl Area Sewer Improvement,76,27857
159,-118.35971200072187,34.17262725401364,Wastewater - CSP,Chandler Bl & Lankershim Bl Area Sewer Improvement,76,27858
160,-118.37774613723377,34.16945990708073,Wastewater - CSP,Chandler Bl & Lankershim Bl Area Sewer Improvement,76,27854
161,-118.37948204917507,34.17382151205713,Wastewater - CSP,Chandler Bl & Lankershim Bl Area Sewer Improvement,76,27851
162,-118.37929909419519,34.173979516902186,Wastewater - CSP,Chandler Bl & Lankershim Bl Area Sewer Improvement,76,27852
163,-118.23621905095554,34.09249066673555,Wastewater - CSP,PP North Yard Generator Replacement (7238 thru 724,0,28716
164,-118.44233471784955,34.044075414845445,Wastewater - CSP,PP West LA Yard Generator Replacement (7237 & 7239,0,28652
165,-118.36132227780303,34.14405703779754,Wastewater - CSP,"PP 616 Cahuenga Generator Replacement (7237, 7238 ",0,28719
166,-118.46640665401793,34.120562909610754,Wastewater - CSP,PP 624 Roscomare Generator Replacement (7237 thru ,0,28654
167,-118.56634219650026,34.04165160976909,Wastewater - CSP,PP 632 Sunset Generator Replacement  (7237 thru 72,0,28655
168,-118.56744983750048,34.07828192371778,Wastewater - CSP,PP 638 Palisades Generator Replacement  (7237 thru,0,28720
169,-118.44454345090723,33.962040813069784,Wastewater - CSP,PP 648 Thompson Yard Generator Replacement (7237 t,0,28721
170,-118.40579127253548,33.98435297981267,Wastewater - CSP,PP 654 Ballona Creek Generator Replacement (7237 t,0,28723
171,-118.43230247256382,33.92789636172774,Wastewater - TPP,HWRP- Pregerson Bldg. Interior Refurbishment,88,28340
172,-118.4816455890806,34.18008333681039,Wastewater - TPP,DCTWRP- Main Switchgear Air Conditioning System,91,28664
173,-118.43317787461487,33.92841082719346,Wastewater - TPP,HTP- Compressor Facility Enhancement,97,28665
